customer_id,age,gender,tenure_months,contract_type,monthly_charges,support_tickets,payment_delays,satisfaction_score,churn
C0922,33,Male,24,1-Year,742.35,1,0,4.7,0
C0923,48,Female,30,1-Year,408.29,1,1,4.2,0
C0924,28,Male,58,2-Year,422.22,5,1,3.8,0
C0925,33,Female,31,Monthly,743.59,0,1,1.0,1
C0926,25,Female,64,Monthly,1184.47,2,1,2.7,0
C0927,21,Male,19,1-Year,1367.35,1,0,1.8,1
C0928,57,Male,48,Monthly,309.37,3,2,4.6,0
C0929,21,Female,45,1-Year,711.04,2,1,1.7,0
C0930,42,Male,55,1-Year,,5,1,2.1,0
C0931,20,Male,55,Monthly,221.57,3,0,3.1,0
C0932,49,Male,18,1-Year,1060.23,2,0,2.1,1
C0933,20,Male,63,1-Year,983.18,2,1,1.8,0
C0934,44,Male,47,Monthly,411.92,1,0,3.4,0
C0935,46,Female,57,2-Year,503.96,0,2,1.4,0
C0936,49,Female,45,2-Year,230.82,1,0,1.2,0
C0937,67,Male,33,1-Year,1285.43,3,1,2.5,1
C0938,68,Male,17,1-Year,1467.1,1,0,3.9,1
C0939,36,Male,70,1-Year,376.1,1,1,3.2,0
C0940,38,Female,4,2-Year,500.92,0,0,2.7,0
C0941,22,Male,20,1-Year,1328.93,2,1,3.3,0
C0942,35,Female,47,1-Year,1404.4,3,1,2.5,0
C0943,45,Female,15,2-Year,745.52,4,1,4.7,0
C0944,59,Female,70,Monthly,265.81,2,0,1.2,0
C0945,39,Male,47,2-Year,251.21,3,1,3.7,0
C0946,38,Female,9,Monthly,946.13,3,2,4.6,1
C0947,23,Male,16,Monthly,,2,1,4.2,0
C0948,18,Female,69,Monthly,237.25,3,1,1.7,0
C0949,22,Male,61,2-Year,958.23,0,2,2.2,0
C0950,58,Female,10,2-Year,,2,1,,0
C0951,29,Male,50,1-Year,1223.58,2,3,1.3,0
C0952,43,Female,3,1-Year,598.36,4,0,4.2,0
C0953,63,Male,70,1-Year,252.34,2,2,3.9,0
C0954,51,Male,51,2-Year,964.86,2,1,3.9,0
C0955,66,Male,19,1-Year,716.99,2,0,1.4,1
C0956,31,Male,42,Monthly,1465.94,2,0,3.9,0
C0957,43,Female,35,Monthly,907.46,1,0,3.7,0
C0958,62,Female,46,1-Year,557.81,2,1,4.3,0
C0959,44,Male,26,1-Year,1122.27,3,2,1.2,1
C0960,26,Female,69,Monthly,552.94,1,1,1.1,0
C0961,43,Male,64,Monthly,1375.52,3,1,2.5,0
C0962,64,Male,37,2-Year,,3,1,1.6,0
C0963,39,Female,49,Monthly,914.83,1,0,3.2,0
C0964,64,Male,21,1-Year,265.75,1,1,4.7,0
C0965,47,Male,64,2-Year,753.96,4,1,2.6,0
C0966,60,Female,5,Monthly,1282.07,2,1,4.4,1
C0967,65,Male,70,Monthly,1247.34,1,0,1.0,1
C0968,34,Male,4,1-Year,491.61,1,0,1.7,1
C0969,43,Male,39,2-Year,493.9,0,1,1.1,0
C0970,53,Male,35,1-Year,1262.5,2,1,2.3,1
C0971,18,Female,1,2-Year,1409.52,3,0,4.6,0
C0972,25,Female,24,Monthly,323.97,2,0,1.4,0
C0973,66,Female,57,1-Year,785.08,1,3,3.4,0
C0974,52,Male,70,1-Year,638.69,1,0,2.8,0
C0975,69,Male,41,2-Year,1331.89,4,0,4.8,0
C0976,32,Female,54,Monthly,308.58,1,0,1.5,0
C0977,64,Male,46,2-Year,474.46,1,3,1.8,0
C0978,39,Male,60,1-Year,1178.21,3,0,1.1,0
C0979,31,Male,60,Monthly,266.68,1,0,2.7,0
C0980,43,Male,57,Monthly,840.3,1,1,2.1,0
C0981,45,Female,31,2-Year,774.74,3,1,4.5,0
C0982,40,Female,24,Monthly,634.72,2,3,3.4,0
C0983,31,Female,36,Monthly,712.94,2,2,3.5,0
C0984,41,Male,30,Monthly,888.92,2,3,3.1,1
C0985,19,Female,24,2-Year,409.78,2,1,1.4,1
C0986,62,Female,30,1-Year,,3,0,2.8,0
C0987,43,Male,7,1-Year,1247.06,3,1,5.0,1
C0988,31,Male,35,Monthly,1188.21,5,2,4.3,1
C0989,68,Female,55,1-Year,400.07,1,1,4.6,0
C0990,24,Female,14,1-Year,394.02,3,2,4.3,0
C0991,20,Female,10,2-Year,,1,1,1.4,0
C0992,64,Female,16,2-Year,669.4,0,0,1.9,0
C0993,40,Male,54,Monthly,730.99,2,0,1.0,0
C0994,63,Female,70,1-Year,1083.61,3,2,2.2,0
C0995,60,Female,44,Monthly,273.68,1,0,1.4,0
C0996,64,Male,45,1-Year,245.07,4,2,2.9,0
C0997,62,Female,56,Monthly,709.48,1,0,3.7,0
C0998,35,Male,57,Monthly,1106.31,0,1,4.5,0
C0999,55,Male,21,Monthly,451.47,2,0,4.0,0
